# Hackli GUI Studio - generated item icon atlas (synthetic, CC0-1.0).
# columns: id, column, row, cell size in pixels
acacia_boat	0	0	16
acacia_button	1	0	16
acacia_chest_boat	2	0	16
acacia_door	3	0	16
acacia_fence	4	0	16
acacia_fence_gate	5	0	16
acacia_hanging_sign	6	0	16
acacia_leaves	7	0	16
acacia_log	8	0	16
acacia_planks	9	0	16
acacia_pressure_plate	10	0	16
acacia_sapling	11	0	16
acacia_shelf	12	0	16
acacia_sign	13	0	16
acacia_slab	14	0	16
acacia_stairs	15	0	16
acacia_trapdoor	16	0	16
acacia_wood	17	0	16
activator_rail	18	0	16
allay_spawn_egg	19	0	16
allium	20	0	16
amethyst_block	21	0	16
amethyst_cluster	22	0	16
amethyst_shard	23	0	16
ancient_debris	24	0	16
andesite	25	0	16
andesite_slab	26	0	16
andesite_stairs	27	0	16
andesite_wall	28	0	16
angler_pottery_sherd	29	0	16
anvil	30	0	16
apple	31	0	16
archer_pottery_sherd	32	0	16
armadillo_scute	33	0	16
armadillo_spawn_egg	34	0	16
armor_stand	35	0	16
arms_up_pottery_sherd	36	0	16
arrow	37	0	16
axolotl_bucket	38	0	16
axolotl_spawn_egg	39	0	16
azalea	40	0	16
azalea_leaves	41	0	16
azure_bluet	42	0	16
baked_potato	43	0	16
bamboo	44	0	16
bamboo_block	45	0	16
bamboo_button	46	0	16
bamboo_chest_raft	47	0	16
bamboo_door	48	0	16
bamboo_fence	49	0	16
bamboo_fence_gate	50	0	16
bamboo_hanging_sign	51	0	16
bamboo_mosaic	52	0	16
bamboo_mosaic_slab	53	0	16
bamboo_mosaic_stairs	54	0	16
bamboo_planks	55	0	16
bamboo_pressure_plate	56	0	16
bamboo_raft	57	0	16
bamboo_shelf	58	0	16
bamboo_sign	59	0	16
bamboo_slab	60	0	16
bamboo_stairs	61	0	16
bamboo_trapdoor	62	0	16
barrel	63	0	16
barrier	0	1	16
basalt	1	1	16
bat_spawn_egg	2	1	16
beacon	3	1	16
bedrock	4	1	16
bee_nest	5	1	16
bee_spawn_egg	6	1	16
beef	7	1	16
beehive	8	1	16
beetroot	9	1	16
beetroot_seeds	10	1	16
beetroot_soup	11	1	16
bell	12	1	16
big_dripleaf	13	1	16
birch_boat	14	1	16
birch_button	15	1	16
birch_chest_boat	16	1	16
birch_door	17	1	16
birch_fence	18	1	16
birch_fence_gate	19	1	16
birch_hanging_sign	20	1	16
birch_leaves	21	1	16
birch_log	22	1	16
birch_planks	23	1	16
birch_pressure_plate	24	1	16
birch_sapling	25	1	16
birch_shelf	26	1	16
birch_sign	27	1	16
birch_slab	28	1	16
birch_stairs	29	1	16
birch_trapdoor	30	1	16
birch_wood	31	1	16
black_banner	32	1	16
black_bed	33	1	16
black_bundle	34	1	16
black_candle	35	1	16
black_carpet	36	1	16
black_concrete	37	1	16
black_concrete_powder	38	1	16
black_dye	39	1	16
black_glazed_terracotta	40	1	16
black_harness	41	1	16
black_shulker_box	42	1	16
black_stained_glass	43	1	16
black_stained_glass_pane	44	1	16
black_terracotta	45	1	16
black_wool	46	1	16
blackstone	47	1	16
blackstone_slab	48	1	16
blackstone_stairs	49	1	16
